module_name,rel_path,remove,category,reason
peak_pcmcia,kernel/drivers/net/can/sja1000/peak_pcmcia.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
peak_usb,kernel/drivers/net/can/usb/peak_usb/peak_usb.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
plip,kernel/drivers/net/plip/plip.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
plx_pci,kernel/drivers/net/can/sja1000/plx_pci.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
pppoatm,kernel/net/atm/pppoatm.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
psample,kernel/net/psample/psample.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
qca8k,kernel/drivers/net/dsa/qca/qca8k.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
qrtr,kernel/net/qrtr/qrtr.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
qrtr-mhi,kernel/net/qrtr/qrtr-mhi.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
qrtr-smd,kernel/net/qrtr/qrtr-smd.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
qrtr-tun,kernel/net/qrtr/qrtr-tun.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
realtek_dsa,kernel/drivers/net/dsa/realtek/realtek_dsa.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
rose,kernel/net/rose/rose.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
sja1000,kernel/drivers/net/can/sja1000/sja1000.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
sja1000_isa,kernel/drivers/net/can/sja1000/sja1000_isa.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
sja1000_platform,kernel/drivers/net/can/sja1000/sja1000_platform.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
sja1105,kernel/drivers/net/dsa/sja1105/sja1105.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
slcan,kernel/drivers/net/can/slcan/slcan.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
slip,kernel/drivers/net/slip/slip.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
smc,kernel/net/smc/smc.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
smc_diag,kernel/net/smc/smc_diag.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
softing,kernel/drivers/net/can/softing/softing.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
softing_cs,kernel/drivers/net/can/softing/softing_cs.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
solos-pci,kernel/drivers/atm/solos-pci.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
suni,kernel/drivers/atm/suni.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_ar9331,kernel/net/dsa/tag_ar9331.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_brcm,kernel/net/dsa/tag_brcm.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_dsa,kernel/net/dsa/tag_dsa.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_gswip,kernel/net/dsa/tag_gswip.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_hellcreek,kernel/net/dsa/tag_hellcreek.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_ksz,kernel/net/dsa/tag_ksz.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_lan9303,kernel/net/dsa/tag_lan9303.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_mtk,kernel/net/dsa/tag_mtk.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_mxl-gsw1xx,kernel/net/dsa/tag_mxl-gsw1xx.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_mxl862xx,kernel/net/dsa/tag_mxl862xx.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_none,kernel/net/dsa/tag_none.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_ocelot,kernel/net/dsa/tag_ocelot.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_ocelot_8021q,kernel/net/dsa/tag_ocelot_8021q.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_qca,kernel/net/dsa/tag_qca.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_rtl4_a,kernel/net/dsa/tag_rtl4_a.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_rtl8_4,kernel/net/dsa/tag_rtl8_4.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_rzn1_a5psw,kernel/net/dsa/tag_rzn1_a5psw.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_sja1105,kernel/net/dsa/tag_sja1105.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_trailer,kernel/net/dsa/tag_trailer.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_vsc73xx_8021q,kernel/net/dsa/tag_vsc73xx_8021q.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_xrs700x,kernel/net/dsa/tag_xrs700x.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tag_yt921x,kernel/net/dsa/tag_yt921x.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
tcan4x5x,kernel/drivers/net/can/m_can/tcan4x5x.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
ucan,kernel/drivers/net/can/usb/ucan.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
usb_8dev,kernel/drivers/net/can/usb/usb_8dev.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
vcan,kernel/drivers/net/can/vcan.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
vitesse-vsc73xx-core,kernel/drivers/net/dsa/vitesse-vsc73xx-core.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
vitesse-vsc73xx-platform,kernel/drivers/net/dsa/vitesse-vsc73xx-platform.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
vitesse-vsc73xx-spi,kernel/drivers/net/dsa/vitesse-vsc73xx-spi.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
vxcan,kernel/drivers/net/can/vxcan.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
x25,kernel/net/x25/x25.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
xrs700x,kernel/drivers/net/dsa/xrs700x/xrs700x.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
xrs700x_i2c,kernel/drivers/net/dsa/xrs700x/xrs700x_i2c.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
xrs700x_mdio,kernel/drivers/net/dsa/xrs700x/xrs700x_mdio.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
yt921x,kernel/drivers/net/dsa/yt921x.ko.zst,Yes,Legacy / Obscure Network Protocols,"Obsolete, specialized, or amateur radio protocol; frequent source of local privilege escalation CVEs via unprivileged socket creation."
aria-aesni-avx-x86_64,kernel/arch/x86/crypto/aria-aesni-avx-x86_64.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (aria-aesni-avx-x86_64) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
aria-aesni-avx2-x86_64,kernel/arch/x86/crypto/aria-aesni-avx2-x86_64.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (aria-aesni-avx2-x86_64) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
aria-gfni-avx512-x86_64,kernel/arch/x86/crypto/aria-gfni-avx512-x86_64.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (aria-gfni-avx512-x86_64) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
aria_generic,kernel/crypto/aria_generic.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (aria_generic) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
blowfish-x86_64,kernel/arch/x86/crypto/blowfish-x86_64.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (blowfish-x86_64) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
blowfish_common,kernel/crypto/blowfish_common.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (blowfish_common) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
blowfish_generic,kernel/crypto/blowfish_generic.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (blowfish_generic) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
camellia-aesni-avx-x86_64,kernel/arch/x86/crypto/camellia-aesni-avx-x86_64.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (camellia-aesni-avx-x86_64) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
camellia-aesni-avx2,kernel/arch/x86/crypto/camellia-aesni-avx2.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (camellia-aesni-avx2) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
camellia-x86_64,kernel/arch/x86/crypto/camellia-x86_64.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (camellia-x86_64) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
camellia_generic,kernel/crypto/camellia_generic.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (camellia_generic) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
cast5-avx-x86_64,kernel/arch/x86/crypto/cast5-avx-x86_64.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (cast5-avx-x86_64) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
cast5_generic,kernel/crypto/cast5_generic.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (cast5_generic) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
cast6-avx-x86_64,kernel/arch/x86/crypto/cast6-avx-x86_64.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (cast6-avx-x86_64) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
cast6_generic,kernel/crypto/cast6_generic.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (cast6_generic) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
des3_ede-x86_64,kernel/arch/x86/crypto/des3_ede-x86_64.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (des3_ede-x86_64) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
serpent-avx-x86_64,kernel/arch/x86/crypto/serpent-avx-x86_64.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (serpent-avx-x86_64) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
serpent-avx2,kernel/arch/x86/crypto/serpent-avx2.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (serpent-avx2) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
serpent-sse2-x86_64,kernel/arch/x86/crypto/serpent-sse2-x86_64.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (serpent-sse2-x86_64) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
serpent_generic,kernel/crypto/serpent_generic.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (serpent_generic) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
twofish-avx-x86_64,kernel/arch/x86/crypto/twofish-avx-x86_64.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (twofish-avx-x86_64) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
twofish-x86_64,kernel/arch/x86/crypto/twofish-x86_64.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (twofish-x86_64) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
twofish-x86_64-3way,kernel/arch/x86/crypto/twofish-x86_64-3way.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (twofish-x86_64-3way) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
twofish_common,kernel/crypto/twofish_common.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (twofish_common) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
twofish_generic,kernel/crypto/twofish_generic.ko.zst,Yes,Legacy Cryptographic Ciphers,Legacy or uncommon cryptographic cipher (twofish_generic) not required by modern TLS/SSH/IPsec standards; reduces crypto attack surface.
most_cdev,kernel/drivers/most/most_cdev.ko.zst,Yes,MOST Automotive,Automotive Media Oriented Systems Transport bus not applicable to cloud VMs.
most_core,kernel/drivers/most/most_core.ko.zst,Yes,MOST Automotive,Automotive Media Oriented Systems Transport bus not applicable to cloud VMs.
most_snd,kernel/drivers/most/most_snd.ko.zst,Yes,MOST Automotive,Automotive Media Oriented Systems Transport bus not applicable to cloud VMs.
most_usb,kernel/drivers/most/most_usb.ko.zst,Yes,MOST Automotive,Automotive Media Oriented Systems Transport bus not applicable to cloud VMs.
a8293,kernel/drivers/media/dvb-frontends/a8293.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
ad5820,kernel/drivers/media/i2c/ad5820.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
adp1653,kernel/drivers/media/i2c/adp1653.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
adv7170,kernel/drivers/media/i2c/adv7170.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
adv7175,kernel/drivers/media/i2c/adv7175.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
adv7180,kernel/drivers/media/i2c/adv7180.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
adv7183,kernel/drivers/media/i2c/adv7183.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
adv7343,kernel/drivers/media/i2c/adv7343.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
adv7393,kernel/drivers/media/i2c/adv7393.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
adv7511-v4l2,kernel/drivers/media/i2c/adv7511-v4l2.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
adv7604,kernel/drivers/media/i2c/adv7604.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
adv7842,kernel/drivers/media/i2c/adv7842.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
af9013,kernel/drivers/media/dvb-frontends/af9013.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
af9033,kernel/drivers/media/dvb-frontends/af9033.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
airspy,kernel/drivers/media/usb/airspy/airspy.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
ak7375,kernel/drivers/media/i2c/ak7375.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
ak881x,kernel/drivers/media/i2c/ak881x.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
altera-ci,kernel/drivers/media/pci/cx23885/altera-ci.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
alvium-csi2,kernel/drivers/media/i2c/alvium-csi2.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
amd_isp4_capture,kernel/drivers/media/platform/amd/isp4/amd_isp4_capture.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
aptina-pll,kernel/drivers/media/i2c/aptina-pll.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
ar0521,kernel/drivers/media/i2c/ar0521.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
as102_fe,kernel/drivers/media/dvb-frontends/as102_fe.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
ascot2e,kernel/drivers/media/dvb-frontends/ascot2e.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
atbm8830,kernel/drivers/media/dvb-frontends/atbm8830.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
ati_remote,kernel/drivers/media/rc/ati_remote.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
au0828,kernel/drivers/media/usb/au0828/au0828.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
au8522_common,kernel/drivers/media/dvb-frontends/au8522_common.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
au8522_decoder,kernel/drivers/media/dvb-frontends/au8522_decoder.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
au8522_dig,kernel/drivers/media/dvb-frontends/au8522_dig.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
b2c2-flexcop,kernel/drivers/media/common/b2c2/b2c2-flexcop.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
b2c2-flexcop-pci,kernel/drivers/media/pci/b2c2/b2c2-flexcop-pci.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
b2c2-flexcop-usb,kernel/drivers/media/usb/b2c2/b2c2-flexcop-usb.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
bcm3510,kernel/drivers/media/dvb-frontends/bcm3510.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
bt819,kernel/drivers/media/i2c/bt819.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
bt856,kernel/drivers/media/i2c/bt856.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
bt866,kernel/drivers/media/i2c/bt866.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
bt878,kernel/drivers/media/pci/bt8xx/bt878.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
bttv,kernel/drivers/media/pci/bt8xx/bttv.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
budget,kernel/drivers/media/pci/ttpci/budget.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
budget-av,kernel/drivers/media/pci/ttpci/budget-av.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
budget-ci,kernel/drivers/media/pci/ttpci/budget-ci.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
budget-core,kernel/drivers/media/pci/ttpci/budget-core.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
cafe_ccic,kernel/drivers/media/platform/marvell/cafe_ccic.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
ccs,kernel/drivers/media/i2c/ccs/ccs.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
ccs-pll,kernel/drivers/media/i2c/ccs-pll.ko.zst,Yes,Media / V4L2 / DVB,"Media capture, TV tuners, DVB, and webcams are unneeded in virtual machines; frequent source of memory corruption CVEs."
